dpca0g000240.841	RING/U-box superfamily protein;RING-H2 finger A3A (RHA3A);ATL8;RING-H2 finger A3B (RHA3B)	OsRING287;OsATL32, OsRING329, RING329;OsRING61;OsRING390;OsLTP1.13, OsLtpI.13
dpca1g061900.841	alpha/beta-Hydrolases superfamily protein	OsSTA25, OsPLA1-Iigamma, PLA1-IIgamma;OsPLA1-IIbeta
dpca1g059750.841	embryo defective 1865 (EMB1865);CRS1 / YhbY (CRM) domain-containing protein;CRM family member 2 (CFM2);CRM family member 3B (CFM3B)	OsCFM3;OsCRS1;OsCFM2
dpca1g053590.841	cysteine-rich RLK (RECEPTOR-like protein kinase) 15 (CRK15);cysteine-rich RLK (RECEPTOR-like protein kinase) 25 (CRK25);cysteine-rich RLK (RECEPTOR-like protein kinase) 10 (CRK10);cysteine-rich RLK (RECEPTOR-like protein kinase) 8 (CRK8)	AGP, OsAGP, OsCBMIP-K;AGP, OsAGP
dpca1g021540.841	cytochrome P450, family 76, subfamily C, polypeptide 2 (CYP76C2);cytochrome P450, family 76, subfamily C, polypeptide 4 (CYP76C4);cytochrome P450, family 76, subfamily C, polypeptide 7 (CYP76C7);cytochrome P450, family 76, subfamily C, polypeptide 1 (CYP76C1)	OsCYP76M2, OsCYP76-11, CYP76-11;OsCYP76M10, OsCYP76-10, CYP76-10, OsCYP71T9, CYP71T9;CYP76M9, OsCYP76-7, CYP76-7, OsCYP71T7, CYP71T7;OsCYP76M1, OsCYP76-9, CYP76-9, OsCYP71T8, CYP71T8;OsCYP76M5, OsCYP76-2, CYP76-2, OsCYP71T4, CYP71T4
dpca1g044560.841	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A protein	
dpca1g041360.841	Pentatricopeptide repeat (PPR) superfamily protein	
dpca1g072910.841	polygalacturonase inhibiting protein 1 (PGIP1);polygalacturonase inhibiting protein 2 (PGIP2);FLOR1 (FLR1);DNA-DAMAGE REPAIR/TOLERATION 100 (DRT100);Leucine-rich repeat (LRR) family protein	Ospgip3, pgip3, OsPGIP3;Ospgip4, pgip4, OsPGIP4;Ospgip2, pgip2, OsPGIP2;Ospgip1, pgip1, OsPGIP1;OsFOR1, Osfor1, OsPGIP5, PGIP5
dpca1g047250.841	Protein kinase superfamily protein;receptor-like kinase in in flowers 3 (RKF3)	OsSPARK4;OsRLCK50, OsSPARK5, SPARK5;OsSPARK6
dpca1g038230.841	calcium dependent protein kinase 6 (CPK6);calmodulin-domain protein kinase 5 (CPK5)	OsCDPK13, OsCPK13, CPK13, OsCDPK7, CDPK7, OsCPK13-1, OsCPK13-2;OsCDPK5, OsCPK5, CPK5
dpca1g047160.841	Protein of unknown function, DUF538	
dpca1g077900.841	Disease resistance-responsive (dirigent-like protein) family protein	OsDIR50, OsjDIR50;OsDIR37, OsjDIR37;OsDIR41, OsjDIR41;OsDIR36, OsjDIR36;OsDIR40, OsjDIR40
dpca1g050620.841	SYCO ARATH;Cysteinyl-tRNA synthetase, class Ia family protein	
dpca1g070540.841	SIZ1	OsSIZ1, OsSIZ1.1, OsSIZ1.2, OsSIZ1.3, DLN131, OsDLN131, OsPHD23, PHD23;OsSIZ2
dpca1g044110.841	C-terminal domain phosphatase-like 4 (CPL4);C-terminal domain phosphatase-like 3 (CPL3)	OsCPL3
dpca1g006290.841	laccase 7 (LAC7);laccase 12 (LAC12);Laccase/Diphenol oxidase family protein;laccase 5 (LAC5);laccase 6 (LAC6)	OsLAC17;OsLAC24;OsLAC27;OsLAC20;OsLAC5
dpca1g076730.841	cytochrome p450 71b6 (CYP71B6);cytochrome P450, family 71, subfamily B, polypeptide 2 (CYP71B2);cytochrome P450, family 71, subfamily B, polypeptide 35 (CYP71B35);cytochrome P450, family 71, subfamily B, polypeptide 10 (CYP71B10);cytochrome P450, family 71, subfamily B, polypeptide 34 (CYP71B34)	OsCYP71AB4;OsCYP71AF1;OsCYP71K1
dpca1g009060.841	BTB-POZ and MATH domain 2 (BPM2);BTB-POZ and MATH domain 1 (BPM1);BTB-POZ and MATH domain 4 (BPM4);BPM3	OsMB52, MB52, OsMBTB64, MBTB64;OsMB3, MB3, OsMBTB2, MBTB2;OsMB48, MB48;OsMBTB37;OsMBTB50
dpca1g044220.841	chromatin remodeling 31 (chr31);chromatin remodeling 40 (chr40);chromatin remodeling 42 (CHR42)	
dpca1g068580.841	unknown protein	SCD2, OsSCD2, OsDPH1, CEF3, OsCEF3
dpca1g004770.841	HXXXD-type acyl-transferase family protein	
dpca1g003100.841	NB-ARC domain-containing disease resistance protein;LRR and NB-ARC domains-containing disease resistance protein;Disease resistance protein (CC-NBS-LRR class) family	YR2, YR6, YR9, YR10, YR21, YR23;Osh359-3, Osh359-5;OsDRP-RP13
dpca1g014200.841	ETO1-like 1 (EOL1);ETHYLENE OVERPRODUCER 1 (ETO1);ETO1-like 2 (EOL2)	OsETOL3, OsBTBT3, BTBT3;OsETOL2, OsBTBT2, BTBT2;OsETOL1, OsSTA97, ETOL1, STA97, OsBTBT1, BTBT1
dpca1g046820.841	crooked neck protein, putative / cell cycle protein, putative;Tetratricopeptide repeat (TPR)-like superfamily protein	OsCRN
dpca1g063780.841	Putative lysine decarboxylase family protein;lysine decarboxylase family protein	OsLOGL8;OsLOG1, LOG, Log, log, OsLOG;OsLOGL2
dpca1g022740.841	sec34-like family protein	
dpca1g078300.841	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein	OsCBSCBSPB4;OsCBSCBSPB2;OsCBSCBSPB3;OsCBSCBSPB1;OsSTA259
dpca1g065320.841	IQ-domain 26 (IQD26);IQ-domain 25 (IQD25);IQ-domain 27 (IQD27);IQ-domain 22 (IQD22);IQ-domain 24 (IQD24)	qSW5/GW5, GSE5, OsGSE5, OsGW5, qSW5;OsGW5L
dpca1g080830.841	Gibberellin-regulated family protein;GAST1 protein homolog 4 (GASA4)	OsGSR1, GSR1, OsGASR7, GASR7, OsGW6, OsGASR7/GW6
dpca1g033170.841	D111/G-patch domain-containing protein	
dpca1g023250.841	RADICAL-INDUCED CELL DEATH1 (RCD1)	OsSRO1a, SRO1a, OsTWI1, RCD1, OsRCD1
dpca1g044070.841	Uncharacterised protein family (UPF0497)	OsCASP_like23;OsCASP_like6;OsCASP_like18
dpca1g053260.841	Endoplasmic reticulum vesicle transporter protein	
dpca1g024200.841	light-harvesting chlorophyll-protein complex I subunit A4 (LHCA4);photosystem I light harvesting complex gene 2 (LHCA2);photosystem I light harvesting complex gene 5 (LHCA5);photosystem I light harvesting complex gene 6 (LHCA6)	cab, cab-n8, Lhca4, OsLhca4;lhcA, Lhca2, OsLhca2;OsLhca5;Lhca6, OsLhca6
dpca1g021210.841	nitrate reductase 1 (NIA1);nitrate reductase 2 (NIA2);sulfite oxidase (SOX)	OsNR1, NR1, nia1, OsNIA1, NIA1, OsNIA2, NIA2;OsNIA2, NIA2, OsNR2, NR2, OsNR3, NR3, OsNR1.2, NR1.2;OsNIA1, OsNia1, NIA1, Nia1, OsNR, NR, OsNR2, NR2, NIA2;OsMCP, MCP, OsSO1, SO1
dpca1g019690.841	long chain base2 (LCB2);serine palmitoyltransferase 1 (SPT1);Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	OsLCB2a3, LCB2a3;OsLCB2a1, LCB2a1;OsLCB2a2, LCB2a2
dpca1g015660.841	Protein of unknown function (DUF594)	
dpca1g050540.841	myb domain protein 3r-5 (MYB3R-5);myb domain protein 3r-3 (MYB3R-3)	OsDLN143, OsMYB3R2-L, MYB3R2-L;OsMYB3R-2, OsMYB3R2, OsMSL07, MSL07, MSL7, DLN28, OsDLN28;OsMYB3R-1, OsMYB3R1, Os2R_MYB95, 2R_MYB95;OsMYB3R1-L, MYB3R1-L
dpca1g047090.841	unknown protein	
dpca1g025550.841	unknown protein	
dpca1g077820.841	NIFU-like protein 2 (NFU2);NFU domain protein 3 (NFU3);NFU domain protein 1 (NFU1)	OsISC12;OsISC14;OsISC13;OsISC11
dpca1g061910.841	Lactate/malate dehydrogenase family protein;peroxisomal NAD-malate dehydrogenase 1 (PMDH1);peroxisomal NAD-malate dehydrogenase 2 (PMDH2)	OsmMDH, mMDH, OsMDH1.2, MDH1.2, OsLdh1, Ldh1;OsMDH5.1, OsLdh6, Ldh6;OsMDH12.1, OsLdh12, Ldh12;OsMDH3.1, OsLdh4, Ldh4
dpca1g070490.841	FUNCTIONS IN: molecular_function unknown;CONTAINS InterPro DOMAIN/s: Chromosome transmission fidelity protein 8 (InterPro:IPR018607)	
dpca1g076630.841	NB-ARC domain-containing disease resistance protein;LRR and NB-ARC domains-containing disease resistance protein;HOPZ-ACTIVATED RESISTANCE 1 (ZAR1)	OsRGA4L
dpca1g008860.841	cytochrome P450, family 86, subfamily C, polypeptide 1 (CYP86C1);cytochrome P450, family 86, subfamily C, polypeptide 3 (CYP86C3);cytochrome P450, family 86, subfamily C, polypeptide 2 (CYP86C2);Cytochrome P450 superfamily protein	OsCYP94E1
dpca1g065850.841	syntaxin of plants  32 (SYP32);syntaxin of plants 31 (SYP31)	
dpca1g074810.841	cytochrome P450, family 710, subfamily A, polypeptide 4 (CYP710A4);cytochrome P450, family 710, subfamily A, polypeptide 2 (CYP710A2);cytochrome P450, family 710, subfamily A, polypeptide 1 (CYP710A1);cytochrome P450, family 710, subfamily A, polypeptide 3 (CYP710A3)	
dpca1g010730.841	RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1);RECOGNITION OF PERONOSPORA PARASITICA 13 (RPP13);NB-ARC domain-containing disease resistance protein	OsRPM1, RPM-1;Pik-m, Pi-m, Pi-km, Pikm, Pi m, Pikm1-TS, Pikm2-TS, Pi-km1, Pi-km2
dpca1g079300.841	Rho GTPase activating protein with PAK-box/P21-Rho-binding domain;rac GTPase activating protein	OsRhoGAP16, OsRhoGAP16;OsRhoGAP18, OsRhoGAP18;OsRhoGAP2, OsRhoGAP2;OsRhoGAP19, OsRhoGAP19;OsRhoGAP8, OsRhoGAP8
dpca1g016590.841	cytochrome P450, family 87, subfamily A, polypeptide 6 (CYP89A6);Cytochrome P450 superfamily protein;cytochrome P450, family 89, subfamily A, polypeptide 5 (CYP89A5);cytochrome P450, family 87, subfamily A, polypeptide 9 (CYP89A9);cytochrome P450, family 87, subfamily A, polypeptide 7 (CYP89A7)	
dpca1g022010.841	MATE efflux family protein	
dpca1g071510.841	Protein of unknown function (DUF674)	OsTDC, TDC
dpca1g032790.841	Tetratricopeptide repeat (TPR)-like superfamily protein	OsFGR1, OsNPPR1, NPPR1;OsPILS5, PILS5;OsPPR920, OsPPR939, PPR939;Rf4, Rf-4, PPR782a, PPR9, PPR3
dpca1g019980.841	Nodulin MtN3 family protein;homolog of Medicago truncatula MTN3 (MTN3);senescence-associated gene 29 (SAG29)	OsSWEET14, SWEET14, Os11N3, Os-11N3, 11N3, Xa41(t), xa41, Os11N3/SWEET14, OsSWEET14/Os11N3;OsSWEET13, Xa25(t), Xa25, OsMtN3, Xa25/SWEET13, OsSWEET13/XA25;OsSWEET15, SWEET14;xa13, Xa13, Os8N3, Os-8N3, 8N3, OsSWEET11, SWEET11, OsSWEET11/Xa13, Xa13/Os8N3/SWEET11, Os8N3/Xa13, OsSWEET11/Os8N3, OsSWEET11a, SWEET11a;OsSWEET12
dpca1g080300.841	KOW domain-containing protein	
dpca1g081440.841	unknown protein;CONTAINS InterPro DOMAIN/s: Fusaric acid resistance protein, conserved region (InterPro:IPR006726)	
dpca1g064170.841	regulatory particle non-ATPase 13 (RPN13)	OsRPN13
dpca1g055670.841	plasmodesmata callose-binding protein 3 (PDCB3);plasmodesmata callose-binding protein 4 (PDCB4)	
dpca1g023490.841	catalytics	
dpca1g044700.841	EMBRYO DEFECTIVE 2289 (EMB2289);SECY homolog 1 (SCY1)	
dpca1g050680.841	SNARE-like superfamily protein	
dpca1g076570.841	Protein of unknown function (DUF579)	OsGXMT1;CDC2
dpca1g047620.841	Peroxidase superfamily protein;peroxidase 2 (PA2);peroxidase CB (PRXCB)	prx37, OsPRX37, POD37, OsPOD37;prx125, OsPRX125;prx39, OsPRX39, OsPRX-A2, PRX-A2, POD39, OsPOD39
dpca1g023850.841	zinc finger homeodomain  1 (ZFHD1);homeobox protein 30 (HB30);homeobox protein 34 (HB34);homeobox protein 26 (HB26)	OsZHD9, ZHD_G15, OsZHD_G15;OsZHD2;OsZHD6;OsZHD1, ZHD1, OsACL-D, ZHD_G6, OsZHD_G6
dpca1g067000.841	cysteine-rich RLK (RECEPTOR-like protein kinase) 8 (CRK8);cysteine-rich RLK (RECEPTOR-like protein kinase) 15 (CRK15);cysteine-rich RLK (RECEPTOR-like protein kinase) 6 (CRK6);Protein kinase superfamily protein	OsRLCK144;OsRLCK336, OsJRL22, JRL22;OsRLCK337;OsWD40-186, OsRLCK316, OsDWD70, DWD70;OsWD40-188, OsRLCK318
dpca1g066120.841	phospholipase D alpha 1 (PLDALPHA1);phospholipase D alpha 2 (PLDALPHA2)	OsPLDalpha2, OsC2DP43, C2DP43;RPLD1, PLD1, OsPLDalpha1, OsC2DP2, C2DP2;OsPLDalpha3, RPLD2, PLDalpha3, OsPLDeta1, PLD2, OsC2DP52, C2DP52
dpca1g028080.841	Protein of unknown function (DUF1262)	
dpca1g060790.841	DNAJ heat shock family protein	OsDjB7, DjB7;OsDjB4;OsDjB1;OsDjB8;OsDjB5
dpca1g080600.841	alpha-L-arabinofuranosidase 1 (ASD1);alpha-L-arabinofuranosidase 2 (ASD2)	OsARAF3
dpca1g055100.841	GDSL-like Lipase/Acylhydrolase superfamily protein	OsGELP70;OsGELP72;OsGELP9;OsGELP69;OsGELP11
dpca1g050170.841	Integral membrane Yip1 family protein	
dpca1g035940.841	Transducin/WD40 repeat-like superfamily protein	OsWD40-197
dpca1g002150.841	Chaperone DnaJ-domain superfamily protein	OsDjC78;OsDjC82, DjC82, XB21;OsDjC11;OsDjC52
dpca1g037790.841	SGF29 tudor-like domain	
dpca1g013120.841	Nascent polypeptide-associated complex (NAC), alpha subunit family protein;nascent polypeptide-associated complex subunit alpha-like protein 3 (NACA3)	
dpca1g018790.841	TRANSPARENT TESTA 4 (TT4);LESS ADHESIVE POLLEN 5 (LAP5);Chalcone and stilbene synthase family protein;LESS ADHESIVE POLLEN 6 (LAP6)	OsPKS25, OsCHS23, CHS23, OsCHS26, CHS26;OsPKS17, OsCHS17, CHS17;OsPKS07, PKS07, OsPKS7, OsCHS7, CHS7;OsPKS16, OsCHS16, CHS16;OsPKS04, PKS04, OsPKS4, OsCHS4, CHS4
dpca1g066910.841	RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1);Disease resistance protein (CC-NBS-LRR class) family	OsRLR1;Pi-d3, Pid3, Pi25, Pid3-I1, qBRM6.2;OsRPM1
dpca1g042590.841	Pentatricopeptide repeat (PPR) superfamily protein;pentatricopeptide (PPR) repeat-containing protein;Tetratricopeptide repeat (TPR)-like superfamily protein	
dpca1g080820.841	mini zinc finger 2 (MIF2);mini zinc finger 1 (MIF1);homeobox protein 28 (HB28);homeobox protein 24 (HB24)	OsMIF1;OsZHD2;OsZHD1, ZHD1, OsACL-D, ZHD_G6, OsZHD_G6
dpca1g025560.841	Xanthine/uracil permease family protein;nucleobase-ascorbate transporter 7 (NAT7)	
dpca1g005670.841	Protein kinase family protein;ROP binding protein kinases 2 (RBK2);Protein kinase superfamily protein	OsRLCK342, OsSTA269;OsRLCK212;OsRLCK167;OsRLCK216, OsRRK1, RRK1
dpca1g029780.841	golgin candidate 4 (GC4);GRIP-related ARF-binding domain-containing protein 1 (GDAP1)	
dpca1g055950.841	gibberellin 2-oxidase (GA2OX2);Arabidopsis thaliana gibberellin 2-oxidase 1 (ATGA2OX1);gibberellin 2-oxidase 3 (ATGA2OX3);gibberellin 2-oxidase 6 (GA2OX6);gibberellin 2-oxidase 4 (GA2OX4)	OsGA2ox3, ga2ox 3, OsGA2ox-3, GA2ox3, GA2ox-3, GA2ox4;GA2OX4, OsGA2ox4, ga2ox 4, OsGA2ox-4, OsSBI;OsGA2ox8;OsGA2ox7;OsGA2ox1, ga2ox-1, OsGA2ox-1, ga2ox, ga2ox 1, GA2ox1
dpca1g018940.841	NO EXINE FORMATION 1 (NEF1);cofactor assembly of complex C (CCB1)	Os NEF1, OsNEF1
dpca1g075440.841	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;DOWNY MILDEW RESISTANT 6 (DMR6)	2-ODD7, Os2-ODD7, Os2ODD7;FLS, 2-ODD2, Os2-ODD2, Os2ODD2, OsF3H, F3H, F3H2, OsF3H2, OsF3H03g, F3H03g, OsSAH1, SAH1, OsF3H1, F3H1, OsS5H1, S5H1, OsDMR6-1, DMR6-1;OsF3H-2, F3H-2, OsF3H2, FNS1, OsFNS1, OsSAH4, SAH4, OsF3H8, F3H8, OsS5H3, S5H3, OsDMR6-3, DMR6-3;OsS3H, 2-ODD1, Os2-ODD1, 2ODD1, Os2ODD1, OsSAH3, SAH3, OsS3H/OsSAH3, OsS5H1, S5H1
dpca1g047410.841	P-loop containing nucleoside triphosphate hydrolases superfamily protein;DEA(D/H)-box RNA helicase family protein	
dpca1g035960.841	Protein kinase superfamily protein	
dpca1g011620.841	HVA22 homologue A (HVA22A);HVA22 homologue C (HVA22C);HVA22 homologue B (HVA22B);HVA22-like protein F (HVA22F)	BIP124
dpca1g023690.841	Mitochondrial glycoprotein family protein	
dpca1g064660.841	ankyrin repeat family protein	OsTPR116;OsTPR173;OsTPR043, TPR043, OsTPR43
dpca1g046150.841	ubiquitin-specific protease 14 (UBP14)	OsUBP6, OsUBP14, UBP14, OsUCH14, UCH14
dpca1g063650.841	Hyaluronan / mRNA binding family	
dpca1g022810.841	Plant invertase/pectin methylesterase inhibitor superfamily;pectin methylesterase 44 (PME44)	OsPME25;OsPME3;OsPME6, OsPME1;OsPME22;OsPME8
dpca1g032020.841	NOL1/NOP2/sun family protein	OsNSUN6
dpca1g044170.841	KEEP ON GOING (KEG);Protein kinase superfamily protein	
dpca1g002120.841	translationally controlled tumor protein (TCTP);Methionine sulfoxide reductase (MSS4-like) family protein	OsTCTP, TCTP, OsTCTPa, OsTCTPb, TPH
dpca1g060520.841	glyoxal oxidase-related protein	OsSTA27
dpca1g076940.841	Pseudouridine synthase family protein	OsTruA6, TruA6
dpca1g049480.841	Pleckstrin homology (PH) domain superfamily protein;pleckstrin homologue 1 (PH1)	
dpca1g024280.841	NAC domain containing protein 100 (NAC100);Arabidopsis NAC domain containing protein 39 (ANAC039);NAC domain containing protein 38 (NAC038);NAC domain containing protein 80 (NAC080)	ONAC106, NAC106, OsTAC5;ONAC108;ONAC039, ONAC39, NAC39, OsCUC1, DLN86, OsDLN86;OsNAC15, ONAC015, ONAC15, ONAC069, ONAC69;ONAC072, ONAC72, DLN228, OsDLN228
dpca1g030800.841	Polynucleotidyl transferase, ribonuclease H-like superfamily protein;Exonuclease family protein	OsZOS2-16
dpca1g061310.841	FtsJ-like methyltransferase family protein;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	
dpca1g046170.841	carboxyesterase 17 (CXE17);alpha/beta-Hydrolases superfamily protein	OsHSR203J, HSR203J, CXE5.1, OsCXE5.1, BSE, OsBSE, SD4, OsSD4;OsCXE12.1;OsCXE11.1;ONAC149
